0652397, 1.5275e+05
6421086, 8.6628e+05
7047239, 5.3695e+05
7050195, 2.1542e+05
7114288, 1.1888e+05
7200594, 1.4422e+05
7201756, 3.6423e+05
7208431, 2.1109e+05
7367172, 7.8282e+05
7408093, 4040.1
7437214,0
7509445, 2.0220e+05
7511993, 2.2901e+05
7602338, 2.6306e+05
7710745, 1.5068e+04
7732690, 9.4337e+04
7937496, 3.1844e+05
8628195, 2.0912e+05
8841826, 2.4848e+05
8852423,0
8853025, 2.2400e+05
8964587, 1.9393e+05
8967589, 7.5461e+04
9010656, 8.6870e+05
9032953, 3.2169e+05
9074535, 1.4147e+05
9102992,0
9189081, 2.5236e+04
9214381,0
9233167,0
9236470, 4.7432e+04
9244659, 1.8335e+04
9244673, 3.0276e+05
9271432, 978.06
9274563, 1.1289e+05
9293571, 2.9439e+05
9295177, 667.79
9299812, 1.7994e+05
9300441, 2.9218e+05
9300518, 1.6103e+05
9302889, 2.4795e+05
9312949, 2.2149e+04
9334923, 1.6710e+05
9336050, 8255.2
9347425, 767.03
9347566, 6.9117e+04
9354167, 2.1487e+04
9397793, 515.49
9403138,0
9407081, 1.4765e+05
9426702, 5.1812e+04
9433602, 1.2821e+04
9477892, 3.0728e+05
9493614,0
9498896,0
9520883, 1.2870e+04
9536129, 2.5179e+05
9536818,0
9542477, 1.3370e+04
9559884, 1.4458e+05
9561796,0
9567661, 1.8571e+04
9582958, 7096.5
9583720, 1.2278e+05
9605982,0
9630377, 4.2224e+04
9641833,0
9642083, 9031.4
9650597, 3.2089e+05
9668336,0
9774288, 2.8118e+05
